manga_id,title,type,status,latest_update,score,scored_by,synopsis
112589,Tonikaku Kawaii,Manga,Publishing,,8.15,33120,"Having grown up ridiculed for his bizarre name, Nasa Yuzaki strives to be remembered for something more. Fortunately, it seems he's on the right path, ranking first in the nation's mock exams and set to enter his high school of choice. 

However, everything changes in a single night when he notices a girl across the street on his way home. Enraptured by her overwhelming cuteness, it's love at first sight for Nasa. But in his infatuated daze, he fails to notice the approaching danger speeding down the road and finds himself at death's door. Barely alive thanks to the girl's intervention, Nasa musters the courage to confess his love to her, fearing she might otherwise vanish from his life. She accepts his proposal on one condition: marriage, to which Nasa gladly accepts before passing out from his injuries. Upon waking, however, the girl is nowhere to be found.

After recovering from his injuries, Nasa tosses his previous ambitions aside and dedicates his life to finding the girl that captured his heart, yet several years pass to no avail. But one night, when an unexpected visitor comes knocking on his door, Nasa finds himself facing a woman that would forever change his world: his wife.

[Written by MAL Rewrite]"
145,Beck,Manga,Finished,2008-06-05T00:00:00+00:00,8.69,31684,"Yukio ""Koyuki"" Tanaka wasted away his middle school days listening to Japanese pop music and apathetically trudging through life—until a casual run-in with the enigmatic guitarist Ryuusuke ""Ray"" Minami. Through this encounter, Koyuki realizes what he has been missing all this time as Ray introduces him to western rock music and jumpstarts his desire to play guitar.

Although various struggles plague his path to rock fame, Koyuki refuses to abandon the passion that gave his life purpose, balancing it together with school, work, and friends. Beck tells the story of the love and trial that accompanies pursuing a professional career in music as Koyuki and Ray work toward realizing the guitarist's dream of the ultimate band.

[Written by MAL Rewrite]"
103890,Bokutachi wa Benkyou ga Dekinai,Manga,Finished,2020-12-21T00:00:00+00:00,7.66,41364,"His late father always said that a useless man should strive to be useful, so to that end, third-year high school student Nariyuki Yuiga dedicated himself to becoming a high-achieving student in his school despite his history of poor grades. In order to give his destitute family a better life, his ultimate goal is to obtain the special VIP nomination, a prestigious scholarship covering all future university tuition fees. Although Nariyuki could feasibly be a shoe-in for the nomination, he is constantly overshadowed by classmates Rizu Ogata and Fumino Furuhashi in mathematics and literature, respectively.

To his delight, Nariyuki receives the nomination, but there is a catch: he has to tutor his two star classmates, who are each hopelessly mediocre at the other's subject of expertise! To make matters worse, the subjects they are horrible at are the same subjects they want to pursue for their future. As the time to submit university applications draws closer, Nariyuki must find an effective tutoring method for the girls before it is too late. 

[Written by MAL Rewrite]"
37707,Shigatsu wa Kimi no Uso,Manga,Finished,2015-02-06T00:00:00+00:00,8.59,36550,"At a very young age, Kousei Arima was strictly taught how to play the piano and meticulously follow the score by his mother, to the point where he dominated every competition he entered with ease. He earned the title of ""Human Metronome"" for performing almost perfectly. Every musician of his age looked up to him. However, after his mother suddenly dies, he became tone-deaf due to the shock and then disappeared, never to be seen onstage since.

Two years later, Kousei lives a monotonous life with his childhood friends Tsubaki Sawabe and Ryouta Watari supporting him. He continues to cling to music, although performing is still an impossibility for him. This is until his unexpected encounter with Kaori Miyazono, a violinist who performs freely without the dictations of a score. A story of friendship, love, music, and a single lie, Kousei's life begins to change and gain color as Kaori helps him to take up music again.

[Written by MAL Rewrite]"
18597,Sankarea,Manga,Finished,2014-11-08T00:00:00+00:00,7.64,39902,"Chihiro Furuya possesses a strange obsession for the undead. Most remarkably, he is only romantically interested in female zombies. Due to the recent accidental death of his pet cat Baabu, Chihiro's craze is accentuated, and he decides to brew an elixir of reanimation.

However, Chihiro fails to find the correct combination of ingredients to produce the solution, causing him to give up and opt to bury Baabu instead. But before he can, Chihiro becomes acquainted with the wealthy and alluring Rea Sanka, who encourages him to continue trying. And so, upon mixing the poisonous hydrangea flower with his concoction, Chihiro successfully creates the elixir. Not realizing that he succeeded, Rea attempts to put an end to her miserable and restrained life by drinking the elixir she thought would poison her. But after actually dying in a fatal accident, the elixir shows its effect, and Rea is resurrected as a zombie.

Now liberated from her oppressive life, Rea moves in with Chihiro, who will now have to utilize his knowledge of the undead to care for the adolescent female zombie.

[Written by MAL Rewrite]"
29211,Gekkan Shoujo Nozaki-kun,Manga,Publishing,,8.42,24703,"Confessing to your crush is no easy task for any teenager, and it is no different for Chiyo Sakura, who was saved from being late on the first day of school at Roman Academy by Umetarou Nozaki. Touched by his action, Sakura begins to develop feelings toward him.

One fateful day in their second year of high school, Sakura finally musters up the courage to confess. Swallowing her fears, she reveals it to him in a classroom after school. However, unbeknownst to her, Nozaki is actually a praised shoujo manga artist working under the pen name of ""Sakiko Yumeno."" His work is acclaimed for being sensitive toward girls' feelings, but Nozaki himself has no experience with love or being in a relationship.

All this results in him misunderstanding Sakura's confession as nothing but praise from a fan, and he simply hands her his autograph. One misunderstanding leads to another, and she somehow ends up working as an assistant for his manga. Gekkan Shoujo Nozaki-kun follows Sakura as she continually tries to convey her feelings to the oblivious Nozaki while helping him with his manga, as well as meeting his quirky assistants who coincidentally also attend Roman Academy.

[Written by MAL Rewrite]"
78537,Karakai Jouzu no Takagi-san,Manga,Finished,2023-10-12T00:00:00+00:00,8.09,30999,"With a smirk, the mischievous middle school boy Nishikata glances over at Takagi, the girl seated next to him in class. He has just devised a master plan to finally get back at her for all the merciless teasing inflicted upon him. As he is about to set his plan into motion, Takagi intervenes with a single comment that halts Nishikata right in his tracks. She had turned the tables on him yet again.
 
""If you blush, you lose."" That has been the unwritten rule set between the two ever since they encountered one another in middle school. Day after day, loss after loss, Nishikata strives to see Takagi red with embarrassment, but his futile attempts are only met by further ridicule. Beyond this vicious cycle of trying to outwit one another, will their relationship ever evolve?

[Written by MAL Rewrite]"
11767,Suki tte Ii na yo.,Manga,Finished,2017-07-24T00:00:00+00:00,7.8,31796,"After several incidents during her childhood that involved bullying, 16-year-old Mei Tachibana decided that she did not need friends as they would only ever end up hurting her. She is the exact opposite of Yamato Kurosawa—the most popular boy at school. Having dated several girls in their year already, Yamato is a flirt who gets along with everyone he meets. Mei's aloof demeanor immediately catches Yamato's attention, who vows to become her friend no matter what.

After a tense situation where Yamato protects her from a stalker at night, Mei believes that she is developing feelings for him. Soon enough, the two teens find themselves in an unlikely relationship together, much to the dismay of Mei and her jealous classmates. As they grow closer, Mei will need to determine whether or not her affection is genuine and if she has the courage to say ""I love you.""

[Written by MAL Rewrite]"
67645,Namaikizakari.,Manga,Finished,2021-12-20T00:00:00+00:00,7.91,26222,"Being the eldest child of a large family, Yuki Machida was forced to become the responsible one of her many siblings at a very young age. Accustomed to making sacrifices for them, she is all too familiar with disappointment and the pain of suppressing her true feelings.

Though expecting nothing to become of them, Machida becomes the basketball club manager in order to be closer to her crush. But at the start of the new school year, Shou Naruse joins the team. He is extremely talented... and has taken an interest in Machida. Stoic-faced and cold, she is unfazed by his advances, despite how relentless he is when it comes to winning her love—from kissing her with no warning to asking for permission to grope her. Keeping her cool and focusing on basketball becomes a much more difficult task when Naruse makes no effort to conceal his desires.

[Written by MAL Rewrite]"
11514,Otoyomegatari,Manga,Publishing,,8.56,17689,"It is the 19th century in a tribal town near the Caspian Sea, Central Asia. People lead simple lives along the Silk Road, believing in various customs and traditions as they have for many years. Amir Halgal is a beautiful 20-year-old woman skilled in archery, hunting, and horseback riding. She has come from a faraway village for an arranged marriage to a charming 12-year-old boy by the name of Karluk Eihon.

Due to the large age difference, the relationship between Amir and Karluk is a little awkward initially. However, everyday interactions between the two allow them to develop feelings of love and respect for each other that eventually strengthen their bond. Otoyomegatari follows the daily lives and challenges of Amir and Karluk alongside various other couples across Central Asia, in a beautiful portrayal of the culture and traditions of the brides of the era.

[Written by MAL Rewrite]"
35719,Hibi Chouchou,Manga,Finished,2015-08-05T00:00:00+00:00,7.51,31561,"Whenever Suiren Shibazeki walks by, heads turn due to her captivatingly cute looks. In elementary school, boys would pay too much attention to her, to the point where she avoided them altogether. In middle school, she attended an all-girls school in the hopes of escaping all the unwanted attention, but she was still smothered by her classmates' coddling. As a result, Suiren now rarely speaks and maintains an expressionless face.

Advancing to high school, Suiren returns to a co-ed school and is once again the center of attention. The boys refer to her as ""Takane no Hana,"" flower on a high peak, unreachable and idolized from afar. However, one boy outside her sea of admirers catches her eye—Kouha Kawasumi, a talented karate student who is just as quiet as her. While he may not return her immediate affection, Kouha saves her from a group of boys, jump-starting the heartwarming romance that blossoms between the two soft-spoken youths.

[Written by MAL Rewrite]"
15,Mahou Sensei Negima!,Manga,Finished,2012-03-14T00:00:00+00:00,7.91,36453,"Negi Springfield, a 10-year-old wizard who recently graduated from Merdiana Magic Academy in Wales, hopes to achieve two things—to find his missing father, who was once known as the Thousand Master, and to become a Magister Magi, someone who helps the everyday world through magic. To reach his latter goal, he is assigned one last task: to teach English at a middle school in Japan.

Much to his surprise and dismay, he not only discovers that his homeroom class consists of 31 girls, but also ends up revealing his true identity as a magician to Asuna Kagurazaka, one of his new students. Negi must now negotiate with the girl and face his most difficult challenge yet—to keep his identity a secret as he tackles magical threats both from within and outside of Mahora Academy, all the while keeping a watchful eye out for his lost father.

[Written by MAL Rewrite]"
122448,Kubo-san wa Mob wo Yurusanai,Manga,Finished,2023-03-02T00:00:00+00:00,7.9,31888,"High school student Junta Shiraishi has a simple goal—to live a fulfilling youth. However, achieving this goal appears to be harder than expected, as everyone in his surroundings often fails to notice him due to his lack of presence. In fact, Shiraishi's lack of presence is so severe that people think his seat in class is always empty, and mistakenly assume that he often skips school. There is even a weird rumor spreading around in class, claiming that those who successfully spot Shiraishi will be blessed with good fortune for the day.

So far, the only person who notices his existence is Nagisa Kubo, the girl seated next to him. Unfortunately for him though, Kubo likes to tease him on a daily basis and often puts him into unprecedented and nerve-wracking situations. However, as Kubo's playful antics continue to involve the reluctant Shiraishi, he may soon discover that his youth might not be as boring as he initially thought.

[Written by MAL Rewrite]

Included one-shot:
Volume 6: Kubo-san wa Mob wo Yurusanai (pilot)"
40171,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Light Novel,Finished,2021-04-20T00:00:00+00:00,8.74,21445,"Hachiman Hikigaya, a student in Soubu High School, is a cynical loner due to his traumatic past experiences in his social life. This eventually led to him developing a set of ""dead fish eyes"" and a twisted personality similar to that of a petty criminal. Believing that the concept of youth is a lie made up by youngsters who face their failures in denial, he turns in an essay that criticizes this exact mentality of youths. Irritated by the submission, his homeroom teacher, Shizuka Hiratsuka, forces him to join the Volunteer Service Club—a club that assists students to solve their problems in life, hoping that helping other people would change his personality.

However, Yukino Yukinoshita, the most beautiful girl in school, is surprisingly the sole member of the club and a loner, albeit colder and smarter than Hikigaya. Their club soon expands when Yui Yuigahama joins them after being helped with her plight, and they begin to accept more requests.

With his status quo as a recluse, Hikigaya attempts to solve problems in his own way, but his methods may prove to be a double-edged sword.

[Written by MAL Rewrite]"
4571,Akagami no Shirayuki-hime,Manga,Publishing,,8.22,21912,"Shirayuki is Tanbarun's friendly neighborhood herbalist, whose unique red hair ends up drawing unwanted attention from the vain prince of Tanbarun, Raji Shenazard. Faced with the unattractive proposition to become his concubine, Shirayuki chops off her hair and flees the country overnight. In her journey deep into the forest, she encounters Zen Wistalia, the prince of the neighboring country of Clarines. When Zen takes a bite out of a poisoned apple that Prince Raji sends in order to recapture Shirayuki, she expertly uses the herbs at her disposal to cure him.

Together with Zen and his two friends, Kiki and Mitsuhide, Shirayuki travels to Clarines, where she aims to make a life for herself as an apothecary of the royal court. As Zen slowly begins to mean more to her than the prince of her new country, the two of them must learn to work together toward their respective dreams despite the difference in status.

[Written by MAL Rewrite]

Included one-shots:
Volume 1: Hachigatsu no Shikisai (Colorful Seasons of August)
Volume 2: Bokura wo Tsunaide. (Connect Us)
Volume 13: Shizuku no Saki ni (Beyond the Drops)
Volume 14: Natsuyasumi 00-nichime (00 Days of Summer Vacation)"
45275,Girls of the Wild's,Manhwa,Finished,2016-10-29T00:00:00+00:00,7.53,37411,"The elite all-girls Wild's Private High School has bred some of the strongest and most renowned martial artists in the world. To help foster these skills, the school hosts the Wild's League, a brutal martial arts tournament where only the strongest fighters prevail. Reigning above all other students is the current champion ""Queen,"" a beautiful S-Class mixed martial artist named Yoon In Gyi, who has mastered various forms of fighting. 

When Wild's High breaks its 42-year-old tradition of female exclusivity and allows male applicants, only one is desperate enough to try: the weak and impoverished Song Jae Gu, who is granted a full scholarship. After a meeting with the cute taekwondo practitioner Choi Dal Dal, the boisterous boxer Lee Moon Young, and Queen in a tense confrontation, Jae Gu soon realizes that he must quickly learn to fend for himself in this dangerous battlefield.

[Written by MAL Rewrite]"
30079,Annarasumanara,Manhwa,Finished,2010-12-31T00:00:00+00:00,8.27,30212,"There is a rumor that a magician lives in the tent by the abandoned theme park; some even say his magic is real. However, before he starts his show, he always asks his audience: ""Do you believe in magic?""

For Yoon Ah-ee, magic seems like a distant memory. Faced with the harsh reality of poverty, she spends all her time studying, working, and taking care of her younger sister in the absence of their parents. She no longer believes in the wonders of magic, just like her skeptical classmate Na Il-Deung, who has been brought up to believe that a good education is the only way to approach life.

When Ah-ee stumbles into the abandoned theme park and has a chance encounter with the magician, her life is changed forever. Annarasumanara reveals a philosophical, heartwarming, and thought-provoking story of what it means to grow up into the person you want to be.

[Written by MAL Rewrite]"
107,Chobits,Manga,Finished,2002-10-28T00:00:00+00:00,7.78,38226,"After enduring four years of high school, Hideki Motosuwa strives to get into the university of his choice by attending cram school in Tokyo. Concurrently, he works daily shifts at a bar to make ends meet, thus missing out on the world's latest invention—human-like computers called Persocoms. Longing for a persocom of his own, Hideki is met with a stroke of luck when he stumbles upon a cute abandoned persocom in a garbage pile.

Upon finding the power button, Hideki finds his newfound robot to be faulty and only capable of uttering the word ""Chii""—which Hideki decides to name her after. Chii, however, is no ordinary persocom: capable of thinking and learning on her own, she is a legendary type of robot known as a Chobit. Now, it is up to Hideki to teach Chii how to live an ordinary life and to uncover the truth behind the elusive chobits series.

[Written by MAL Rewrite]"
8483,Kimi no Iru Machi,Manga,Finished,2014-02-12T00:00:00+00:00,7.88,34381,"Haruto Kirishima has been living a quiet life in his countryside town in Hiroshima until Yuzuki Eba—a mysterious city girl— suddenly starts living with him at his house.

A bright and whimsical personality, Yuzuki has left her life in Tokyo for the tranquil town she warmly remembers from her childhood, and barges into Haruto's life. Finding himself in an awkward situation, Haruto must now tolerate spending his high school days alongside this clumsy, freeloading klutz. However, as their relationship deepens, his heart slowly wavers between Yuzuki and his not-so-secret infatuation—his classmate, Nanami Kanzaki.

Life in the countryside may be slow and simple, but the troubles that await Haruto are as complex as a city skyline. Relying on the irrefutable unpredictability of time, Kimi no Iru Machi illustrates how a single day can unexpectedly bring strangers together while another can abruptly break them apart.

[Written by MAL Rewrite]


Included one-shot:
Volume 6: Yuna"
118196,Kawaii dake ja Nai Shikimori-san,Manga,Finished,2023-02-18T00:00:00+00:00,7.52,24317,"Yuu Izumi is a high school student whose life is filled with misfortune. Ever since he was young, he would always return home with injuries. Due to his unlucky disposition, his days are full of nothing but unfortunate events—that is, until he started dating Micchon Shikimori.

One can describe Shikimori as the perfect girlfriend: cute, adorable, and unbelievably in love with Izumi. However, she is occasionally not so charming; instead, she becomes the coolest girlfriend in the scariest way possible! Her demanding presence and earnest concern for Izumi's wellbeing never ceases to take his breath away. With the cute yet cool Shikimori now by Izumi's side, his luckless days are over, bringing a life full of happiness and warmth.

[Written by MAL Rewrite]"
103942,Ao no Flag,Manga,Finished,2020-04-08T00:00:00+00:00,7.99,30888,"In his final year of high school, Taichi Ichinose finds himself sharing a class with his popular childhood friend Touma Mita for the third year in a row. Meanwhile, Taichi is hesitant to interact with his shy and clumsy classmate, Futaba Kuze, despite seeing her as a reflection of himself.

However, after an encounter in the library brings them together, Taichi discovers that Futaba has feelings for Touma. Initially harboring doubts at the prospect, he decides to help her after she declares an emotional yet firm decision to change. As spring comes into full bloom, the three classmates find themselves in a relationship entangled by intricate emotions and personal conflicts while they navigate through an uncertain future.

[Written by MAL Rewrite]"
671,To LOVE-Ru,Manga,Finished,2009-08-31T00:00:00+00:00,7.46,37397,"The story of To Love-Ru revolves around Rito Yuuki, a high-school student who cannot confess to the girl of his dreams, Haruna Sairenji. One day when coming home and sulking in the bathtub, a mysterious, nude girl appears out of nowhere. Her name is Lala and she comes from the planet Deviluke...

(Source: Wikipedia)"
36267,Boku wa Mari no Naka,Manga,Finished,2016-09-06T00:00:00+00:00,7.55,31861,"When Isao Komori moved from the Gunma countryside to the bustling city of Tokyo for college, he believed this to be an opportunity to start his life anew. Yet as months pass, Isao comes to realize that he hasn't made a single friend. Despite the time spent as a serious student, Isao drops out during his sophomore year to become a shut-in, killing time playing video games.

Isao's only saving grace is going to his local convenience store every day to see ""The Angel of the Convenience Store,"" a high school girl named Mari Yoshizaki. Though Isao is content watching her from afar without confronting her, one day she turns to meet his eyes. Without being able to remember a thing, Isao awakens in the body of Mari. Unsure of how he found himself inside Mari, or where the young lady he now possesses really is, Isao chooses to continue Mari's life in her place.

[Written by MAL Rewrite]"
16,Love Hina,Manga,Finished,2001-10-31T00:00:00+00:00,7.77,37618,"It is said that if a couple gets into the University of Tokyo together, they will live happily ever after. However, for Keitarou Urashima, UTokyo is a distant dream. After failing the entrance exams twice already, he decides to stay at his grandmother's inn in Tokyo in order to prepare for his third attempt. He is, therefore, surprised when he finds out that not only has his grandmother gone on a long vacation, but the inn has also become the Hinata House, an all-girls dormitory!

Unfortunately for Keitarou, a series of misunderstandings during his first visit leave him with five untrusting tenants. But when Haruka Urashima, his aunt who works at the dorm, brings up that he is supposedly a UTokyo student, the girls' impressions of him quickly change, and they reluctantly allow him to stay. Feeling guilty about the lie, he slowly gets to know his new neighbors: the cute yet violent Naru Narusegawa, the cheeky and opportunistic Mitsune Konno, the soft-spoken Shinobu Maehara, the straight-laced Motoko Aoyama, and the mischievous Kaolla Su.

Thus continues the unpopular Keitarou's difficult journey to get into UTokyo, all for the chance to fulfill his childhood promise to the only girl who has ever shown any interest in him and maybe, just maybe, meet her again.

[Written by MAL Rewrite]"
676,InuYasha,Manga,Finished,2008-06-15T00:00:00+00:00,7.87,33280,"Kagome Higurashi's ordinary life comes to an abrupt halt when a demon drags her deep into a well, transporting her five hundred years into the past. In this era, Kagome quickly learns two things: demons walk amongst humans and she has unknowingly brought a dangerous object from her world—a marble-sized sphere known as the Shikon Jewel. This unusual orb brings tremendous power to any demon who has it in their possession, and Kagome is an easy target for anyone determined enough to steal it.

While in a fight with a demon, a hasty attempt to fend it off causes Kagome to accidentally shatter the jewel, sending countless pieces of it all over feudal Japan. She soon learns the grave consequences of her actions when she must work with the half-demon Inuyasha to collect all the pieces of the jewel before they fall into the wrong hands.

[Written by MAL Rewrite]"
3403,Rosario to Vampire: Season II,Manga,Finished,2014-04-19T00:00:00+00:00,8.11,36721,"The story continues where the first season left off only months into the future. Yuokai Gakuen has been repaired and the new semester is underway. Tsukune and gang are back, and more powerful then ever. Anti-Thesis's true identity is revealed. With new adversaries looming on the horizon, and something much more sinister than the gang has ever faced before.

Tsukune is battling with the monster inside him. With the help of Moka, Mizore, Kurumu, Ruby, and Yukari, Tsukune trains to get his vampire blood under control and the strength to protect what he holds dear.

The new season focuses more on the girls, their past, and their families. New confrontations await them. New friends and allies will join them by their side. Together they will discover the secrets of Moka's rosary, and her lineage...

(Source: girlsdeadmonster)"
9115,Ookami to Koushinryou,Light Novel,Publishing,,8.81,17257,"A young traveling merchant, Kraft Lawrence, has become accustomed to days of roaming and trading with few companions. Or so it was until one peculiar day when the trader finds a young, naked, wolf-like girl asleep in his wagon.

The beautiful girl, calling herself Holo, claims to be a local wolf deity worshipped by locals as the God of Good Harvest. Year after year, she ensured they would reap a good harvest, but she has since grown tired of fulfilling the wishes of the ungrateful locals.

Holo ends up striking a deal with Lawrence: if he helps her escape the villagers, she will gladly help him in his merchant endeavors. Together, they roam from town to town in search of business, and Lawrence realizes both the ups and downs of traveling with a haughty and shrewd wolf goddess.

[Written by MAL Rewrite]"
106,Cardcaptor Sakura,Manga,Finished,2000-07-03T00:00:00+00:00,8.37,33205,"""Herein lie the Clow Cards—if their seal is broken, disaster shall befall this world...""

Sakura Kinomoto is an energetic and sweet 10-year-old girl attending Tomoeda Elementary School. One day not long after entering the fourth grade, Sakura finds a mysterious book titled The Clow hidden within her father's bookshelves. Upon opening it, a small, winged creature with an Osakan accent comes out of the book and introduces itself as Keroberos, the Creature of the Seal who guards magical cards known as the Clow Cards and keeps them from escaping the book.

Unfortunately for the plushy guardian, it seems that the Clow Cards have already escaped—and now Sakura is tasked with capturing them before the cards unleash their powers and cause havoc all over Tomoeda! With the support of the tiny guardian who she nicknames ""Kero"" and her best friend, Tomoyo Daidouji, Sakura must wield a magical bird-shaped key and use her new powers as the Cardcaptor to maintain peace and ensure that everything is alright.

[Written by MAL Rewrite]"
31,Lovely★Complex,Manga,Finished,2007-08-13T00:00:00+00:00,8.31,29749,"When the taller than average 172 cm Risa Koizumi learns that her occasional nemesis, the shorter than average 156 cm Atsushi Ootani, is romantically interested in her friend, she decides to team up with him. After all, she also has feelings for his friend. Unluckily, however, their respective crushes fall for each other instead. Determined to find new love after their recent misfortunes, the pair decide to cheer each other on while maintaining their usual dynamic of constant bickering. 

Although they continually deny it, Risa and Ootani are more similar than they like to admit: they both have unusual heights, failing grades, identical tastes in food, and a tendency to act extremely childish. Together, they inspire laughter among their peers as a so-called comedic duo. Could the love that these two are looking for be closer than they think?

[Written by MAL Rewrite]


Included one-shots:
Volume 12: Hoshi ni Nattemo Aishiteru
Volume 16: Bokura no Ibasho"
591,Koukou Debut,Manga,Finished,2013-05-13T00:00:00+00:00,8.08,29620,"While in middle school, Haruna Nagashima threw herself into playing softball while secretly dreaming of finding romance, but without any luck. High school has just started for her, and she now has the perfect chance to fall in love with a potential boyfriend. But there's one problem—she has no idea where to begin!

On her first day of school, she accidentally bumps into You Komiyama, the most popular boy in the year. With his stunning looks, Haruna is positive he can help. The handsome boy reluctantly agrees to coach her about love under one condition: she must not fall in love with him. Under You's guidance, will Haruna be able to kick off her high school debut and find herself a boyfriend?

[Written by MAL Rewrite]"
123681,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,Manga,Publishing,,7.94,21115,"Upon graduating middle school, Rentarou Aijou manages to confess to the girl he loves. Unfortunately, he gets rejected, making it his 100th rejection in a row. Having experienced heartbreak after heartbreak, he goes to a matchmaking shrine and prays with the hope of finally getting a girlfriend in high school. Suddenly, the god of the shrine appears, promising Rentarou that he will meet one hundred soulmates in high school.

Although skeptical at first, Rentarou quickly acknowledges the truth behind the god's words when two of his soulmates—Hakari Hanazono and Karane Inda—confess to him the very same day that they meet him. However, there was one detail that the god forgot to tell Rentarou: if any of his soulmates fails to get into a relationship with him, they will die. Now trapped in a matter of life and death, Rentarou decides to date all of his soulmates.

With a heart so big that it can be shared among one hundred girlfriends, Rentarou makes the most out of his unanticipated high school life, with the Rentarou family growing ever larger!

[Written by MAL Rewrite]"
7378,Strobe Edge,Manga,Finished,2010-08-11T00:00:00+00:00,7.95,31718,"Through the eyes of Ninako Kinoshita, it seems as if everyone knows what love is. Even when it comes to her own feelings for her childhood friend Daiki Korenaga, it is her friends who attest she is in love. However, a drop of doubt forms in her heart when Ren Ichinose, an attractive idol of the school, accidentally breaks Ninako's phone charm on the train. His earnest promise to compensate for it touches Ninako and she wonders if this is what real love feels like.

Love is like an apple: its outer appearance may look sweet, but its taste can be deceiving. For Ninako, she meets the bitterness of unrequited love as her very first. But as her knowing friends go through different experiences with love, Ninako struggles to understand its complex flavor and fails to notice the way a certain someone looks at only her.

[Written by MAL Rewrite]


Included one-shot:
Volume 6: Colorless Dreamer"
91514,Kishuku Gakkou no Juliet,Manga,Finished,2019-09-04T00:00:00+00:00,8.25,30255,"Dahlia Academy is an elite school that houses students from two countries at odds: the nation of Touwa to the east, and the Principality of West across it. As the long-lived strife between the two sides continues, Romio Inuzuka—leader of the ""Black Doggies"" of Touwa—finds himself in a bind. He has fallen in love with Juliet Persia, head of the ""White Cats"" of the West.

Romio confesses to Juliet one night, swearing he will change the world alongside her. She accepts, but they must keep their relationship an absolute secret in order to maintain peace at the school. As they strive to change the world, can these two star-crossed lovers keep their love a secret?

[Written by MAL Rewrite]"
44155,Kimi wa Midara na Boku no Joou,Manga,Finished,2017-08-31T00:00:00+00:00,6.96,33530,"Subaru Kawana has it all—she is smart, beautiful, and wealthy. This is in stark contrast to her childhood friend Akira Saitou, a boy who is the perfect example of mediocrity.

However, after years of separation and an uneventful high school reunion, Subaru has grown cold, and her relationship with Akira has turned bitter. Fortunately, Akira finds unlikely help from the mysterious Observe God, a powerful entity that magically connects his and Subaru's rooms into one, giving him the opportunity to reconcile with her. But the Observe God does not work for free: for his payment, he takes one hour of Subaru's self-control per day, and Akira soon discovers that his uptight friend has a more lewd, dirty side to her.

[Written by MAL Rewrite]"
115848,"Fuufu Ijou, Koibito Miman.",Manga,Publishing,,7.89,23743,"Jirou, a third-year in high school, is forced to live with a gal named Akari under a course called the ""Couple Practical."" In order to be paired with their own romantic interests, they're going to act as a married couple...!?

(Source: MangaDex)"
14893,Monogatari Series: First Season,Light Novel,Finished,2010-07-28T00:00:00+00:00,8.91,18236,"This is a story, a ""ghostory"" of sorts, about scars that bond, monsters that haunt, and fakes that deceive.

The story of Koyomi Araragi begins through a fateful encounter with the all-powerful, blonde-haired, ""hot-blooded, iron-blooded, and cold-blooded"" vampire, later introduced as Shinobu Oshino. Their tragic rendezvous results in the end of Araragi's life as a human and his subsequent rebirth as a vampire—a monster. However, this encounter is only the start of his meddlings with the supernatural. Koyomi's noble personality ultimately sees him getting further involved in the lives of others with supernatural afflictions. This is his desperate attempt at returning to a normal human life, in a paranormal world filled with nothing but tragedy, suffering, and inhumanity.

[Written by MAL Rewrite]

This entry includes the first season of the Monogatari Series."
112807,Boku no Kokoro no Yabai Yatsu,Manga,Publishing,,8.25,22373,"Kyoutaro Ichikawa may look like your average middle school student, but in his heart, he dreams of murder. Thus, it is no surprise that the one he wants to kill the most is never far off from his mind: the class idol, Anna Yamada.

Reading alone in his beloved school library, he inadvertently begins to rendezvous with Yamada, who comes to secretly gorge on her beloved candies and sweets. Through their interactions, Ichikawa discovers just how much of a ditz Yamada is, and cannot help but support her from the sidelines. Meanwhile, Yamada herself cannot help but tease Ichikawa relentlessly due to his flustered reactions.

With an array of heartwarming daily interactions, the distant bond between the two grows into something more than just library acquaintances. Perhaps, in time, Ichikawa will come to realize that his murderous desires have turned into something else entirely.

[Written by MAL Rewrite]"
125052,Yamada-kun to Lv999 no Koi wo Suru,Manga,Publishing,,8.15,21144,"After her boyfriend cheats on her with another girl he met in-game, Akane Kinoshita learns the hard way that gamer boyfriends can be just as bad as the offline variety. As she vents her anger by beating mob monsters to a pulp, she has a chance encounter with Akito Yamada, a guildmate with an afro and Noh mask.

Yamada is unsociable and curt, hardly the type of person to make Akane swoon. However, while his gaming stats might be maxed out, Yamada is inexperienced in matters of the heart, and against all odds, she finds herself moved by him. Making new friends along the way, can Akane shake the heart of Yamada, a final boss-level high school boy?

[Written by MAL Rewrite]"
21479,Sword Art Online,Light Novel,Publishing,,7.95,25253,"In the year 2022, gamers rejoice as Sword Art Online-a VRMMORPG (Virtual Reality Massively Multiplayer Online Role Playing Game) like no other-opens its virtual doors, allowing players to take full advantage of the ultimate in gaming technology: NerveGear, a system that allows users to completely immerse themselves in the game world by manipulating their brain waves to create a wholly realistic gaming experience. But when the game goes live, the elation of the players quickly turns to horror as they discover that, for all its amazing features, SAO is missing one of the most basic functions of any MMORPG-a log-out button. Now trapped in the virtual world of Aincrad, their bodies held captive by NerveGear in the real world, users are issued a chilling ultimatum: conquer all one hundred floors of Aincrad to regain your freedom. But in the warped world of SAO, ""game over"" means certain death-both virtual and real...

(Source: Yen Press)"
