username,manga_id,user_score
sushiisawesome,130641,0
sushiisawesome,141738,0
sushiisawesome,138839,6
sushiisawesome,157067,0
sushiisawesome,121504,0
sushiisawesome,182957,0
sushiisawesome,77597,0
sushiisawesome,172465,0
sushiisawesome,179433,0
sushiisawesome,3367,0
sushiisawesome,144034,0
sushiisawesome,151781,0
sushiisawesome,173243,0
sushiisawesome,134341,0
sushiisawesome,149334,0
sushiisawesome,112226,0
sushiisawesome,139682,0
sushiisawesome,106937,0
sushiisawesome,132166,0
sushiisawesome,150994,0
sushiisawesome,130126,0
sushiisawesome,114279,0
sushiisawesome,144869,0
sushiisawesome,735,0
sushiisawesome,135545,0
sushiisawesome,13492,0
sushiisawesome,107931,0
sushiisawesome,118568,0
sushiisawesome,154486,0
sushiisawesome,174887,0
sushiisawesome,107079,0
sushiisawesome,119611,0
sushiisawesome,102702,0
sushiisawesome,129007,1
sushiisawesome,1061,0
sushiisawesome,116778,0
sushiisawesome,152907,0
sushiisawesome,181907,0
sushiisawesome,96371,0
sushiisawesome,14721,0
sushiisawesome,24,0
sushiisawesome,135496,0
sushiisawesome,140215,0
sushiisawesome,159838,0
sushiisawesome,155404,0
sushiisawesome,133352,0
sushiisawesome,136856,0
sushiisawesome,110301,0
sushiisawesome,149674,0
sushiisawesome,172318,0
sushiisawesome,176798,0
sushiisawesome,160129,0
sushiisawesome,17390,0
sushiisawesome,158351,0
sushiisawesome,61147,0
sushiisawesome,51987,0
sushiisawesome,88110,0
sushiisawesome,135178,0
sushiisawesome,83903,0
sushiisawesome,83923,0
sushiisawesome,137924,0
sushiisawesome,112589,0
sushiisawesome,126287,0
sushiisawesome,106809,0
sushiisawesome,139591,0
sushiisawesome,138638,0
sushiisawesome,13897,0
sushiisawesome,154739,0
sushiisawesome,147874,0
sushiisawesome,168442,0
sushiisawesome,70345,0
sushiisawesome,105223,0
sushiisawesome,144164,0
sushiisawesome,182876,0
sushiisawesome,174159,0
sushiisawesome,138563,0
sushiisawesome,171196,0
sushiisawesome,137303,0
sushiisawesome,165876,0
sushiisawesome,130633,0
sushiisawesome,137004,0
sushiisawesome,167207,0
sushiisawesome,149804,0
